"STATION","NAME","DATE","DAPR","EVAP","MDPR","MNPN","MXPN","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","TSUN","WESD","WESF"
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-07-20",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-07-21",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-07-23",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-07-24",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-07-25",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-07-26",,,,,,"0.02",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-07-27",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-07-28",,,,,,"0.04",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-07-29",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-07-30",,,,,,"1.64",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-07-31",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-08-02",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-08-03",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-08-04",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-08-05",,,,,,"0.00",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-08-06",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-08-07",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-08-08",,,,,,"0.02",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-08-09",,,,,,"4.41",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-08-11",,,,,,"1.46",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-08-14",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-08-15",,,,,,"0.20",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-08-16",,,,,,"0.62",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-08-18",,,,,,"0.00",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-08-19",,,,,,"3.35",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-08-20",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-08-21",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-08-22",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-08-25",,,,,,"0.68",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-08-26",,,,,,"0.45",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-08-27",,,,,,"0.01",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-08-28",,,,,,"0.09",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-08-29",,,,,,"0.01",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-08-30",,,,,,"0.44",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-09-02",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-09-03",,,,,,"0.01",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-09-04",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-09-05",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-09-07",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-09-08",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-09-09",,,,,,"0.61",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-09-12",,,,,,"0.52",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-09-15",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-09-16",,,,,,"0.06",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-09-17",,,,,,"0.03",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-09-19",,,,,,"3.02",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-09-21",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-09-22",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-09-23",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-09-27",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-09-28",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-09-29",,,,,,"0.00",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-10-01",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-10-03",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-10-04",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-10-05",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-10-07",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-10-08",,,,,,"0.27",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-10-09",,,,,,"0.01",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-10-10",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-10-11",,,,,,"0.02",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-10-12",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-10-14",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-10-15",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-10-17",,,,,,"0.20",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-10-18",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-10-19",,,,,,"0.01",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-10-20",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-10-21",,,,,,"0.06",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-10-22",,,,,,"1.16",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-10-23",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-10-24",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-10-25",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-10-26",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-10-27",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-10-28",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-10-29",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-10-30",,,,,,"0.38",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-10-31",,,,,,"0.51",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-11-01",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-11-02",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-11-03",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-11-04",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-11-05",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-11-06",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-11-07",,,,,,"0.05",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-11-08",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-11-09",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-11-10",,,,,,"0.25",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-11-11",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-11-12",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-11-13",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-11-15",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-11-16",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-11-17",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-11-18",,,,,,"0.02",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-11-19",,,,,,"0.12",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-11-20",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-11-21",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-11-22",,,,,,"0.58",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-11-25",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-11-27",,,,,,"0.49",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-11-28",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-11-29",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-11-30",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-12-01",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-12-02",,,,,,"0.13",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-12-03",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-12-05",,,,,,"0.01",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-12-06",,,,,,"0.00",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-12-07",,,,,,"0.01",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-12-08",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-12-10",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-12-11",,,,,,"2.40",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-12-12",,,,,,"0.34",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-12-13",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-12-14",,,,,,"0.01",,"0.0","0.0",,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-12-16",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-12-17",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-12-18",,,,,,"1.15",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-12-19",,,,,,"1.79",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-12-20",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-12-21",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-12-22",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-12-23",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-12-24",,,,,,"0.00",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-12-26",,,,,,"0.01",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-12-27",,,,,,"0.02",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-12-28",,,,,,"0.13",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2023-12-29",,,,,,"0.73",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2024-01-01",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2024-01-03",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2024-01-04",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2024-01-05",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2024-01-06",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2024-01-07",,,,,,"0.56",,"8.2",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2024-01-08",,,,,,"0.67",,"8.5",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2024-01-09",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2024-01-10",,,,,,"2.69",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2024-01-12",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2024-01-13",,,,,,"0.65",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2024-01-14",,,,,,"0.04",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2024-01-15",,,,,,"0.02",,,,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2024-01-18",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2024-01-19",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAES0055","GROVELAND 0.8 S, MA US","2024-01-20",,,,,,"0.00",,"0.0",,,,,,,,
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-07-01",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-07-02",,,,,,"0.05",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-07-03",,,,,,"2.48",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-07-04",,,,,,"0.33",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-07-05",,,,,,"0.46",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-07-06",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-07-07",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-07-08",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-07-09",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-07-10",,,,,,"0.05",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-07-11",,,,,,"0.92",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-07-12",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-07-13",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-07-14",,,,,,"0.40",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-07-15",,,,,,"0.22",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-07-16",,,,,,"0.11",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-07-17",,,,,,"2.42",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-07-18",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-07-19",,,,,,"0.29",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-07-20",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-07-21",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-07-22",,,,,,"0.54",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-07-23",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-07-24",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-07-25",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-07-26",,,,,,"0.34",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-07-27",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-07-28",,,,,,"0.09",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-07-29",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-07-30",,,,,,"1.09",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-07-31",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-08-01",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-08-02",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-08-03",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-08-04",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-08-05",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-08-06",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-08-07",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-08-08",,,,,,"0.03",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-08-09",,,,,,"2.41",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-08-10",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-08-11",,,,,,"1.05",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-08-12",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-08-13",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-08-14",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-08-15",,,,,,"0.40",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-08-16",,,,,,"0.58",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-08-17",,,,,,"0.01",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-08-18",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-08-19",,,,,,"1.45",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-08-20",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-08-21",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-08-22",,,,,,"0.02",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-08-23",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-08-24",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-08-25",,,,,,"0.92",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-08-26",,,,,,"1.07",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-08-27",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-08-28",,,,,,"0.01",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-08-29",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-08-30",,,,,,"0.20",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-08-31",,,,,,"0.14",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-09-01",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-09-02",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-09-03",,,,,,"0.01",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-09-04",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-09-05",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-09-06",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-09-07",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-09-08",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-09-09",,,,,,"0.76",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-09-10",,,,,,"0.12",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-09-11",,,,,,"2.42",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-09-12",,,,,,"0.56",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-09-13",,,,,,"0.02",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-09-14",,,,,,"0.53",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-09-15",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-09-16",,,,,,"0.01",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-09-17",,,,,,"0.03",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-09-18",,,,,,"0.05",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-09-19",,,,,,"1.91",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-09-20",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-09-21",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-09-22",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
"US1MAMD0012","ACTON 1.3 SW, MA US","2023-09-23",,,,,,"0.00",,"0.0","0.0",,,,,,"0.0","0.0"
